legacy_allocation_key,legacy_application_id,legacy_payment_id,legacy_student_id,legacy_charge_key,amount,allocation_mode,legacy_period,source
BACKFILL:BACKFILL-A-0110-20260415-INS-ABR|b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|ENROLLMENT_FEE|25-26|1,BACKFILL:BACKFILL-A-0110-20260415-INS-ABR,BACKFILL-A-0110-20260415-INS-ABR,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|ENROLLMENT_FEE|25-26,1000.00,MANUAL,BACKFILL,MANUAL_HISTORICAL_BACKFILL
BACKFILL:BACKFILL-A-0110-20260415-INS-ABR|b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|TUITION|2026-04|2,BACKFILL:BACKFILL-A-0110-20260415-INS-ABR,BACKFILL-A-0110-20260415-INS-ABR,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|TUITION|2026-04,1600.00,MANUAL,BACKFILL,MANUAL_HISTORICAL_BACKFILL
BACKFILL:BACKFILL-A-0110-20260515-MAY|b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|TUITION|2026-05|1,BACKFILL:BACKFILL-A-0110-20260515-MAY,BACKFILL-A-0110-20260515-MAY,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|TUITION|2026-05,1600.00,MANUAL,BACKFILL,MANUAL_HISTORICAL_BACKFILL
BACKFILL:BACKFILL-A-0110-20260615-JUN|b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|TUITION|2026-06|1,BACKFILL:BACKFILL-A-0110-20260615-JUN,BACKFILL-A-0110-20260615-JUN,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|TUITION|2026-06,1600.00,MANUAL,BACKFILL,MANUAL_HISTORICAL_BACKFILL
BACKFILL:BACKFILL-A-0110-20260720-JUL-AGO|b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|TUITION|2026-07|1,BACKFILL:BACKFILL-A-0110-20260720-JUL-AGO,BACKFILL-A-0110-20260720-JUL-AGO,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|TUITION|2026-07,1600.00,MANUAL,BACKFILL,MANUAL_HISTORICAL_BACKFILL
BACKFILL:BACKFILL-A-0110-20260720-JUL-AGO|b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|TUITION|2026-08|2,BACKFILL:BACKFILL-A-0110-20260720-JUL-AGO,BACKFILL-A-0110-20260720-JUL-AGO,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|TUITION|2026-08,1600.00,MANUAL,BACKFILL,MANUAL_HISTORICAL_BACKFILL
9c934f20-1550-4822-a37a-b1f23b76730a|f55dbff7-6831-4d96-8262-f103ccf4bd43|TUITION|2025-09|1,9c934f20-1550-4822-a37a-b1f23b76730a,b18c066b-b06e-45f7-b275-44a0456e6d66,f55dbff7-6831-4d96-8262-f103ccf4bd43,f55dbff7-6831-4d96-8262-f103ccf4bd43|TUITION|2025-09,1200.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
118975dc-ff44-4d65-9c2c-870514ea9a13|e57db8cf-8012-4fa3-b822-41d98008dc00|TUITION|2025-10|1,118975dc-ff44-4d65-9c2c-870514ea9a13,b943106c-d45f-4a4b-a2cb-14eb7ba575e8,e57db8cf-8012-4fa3-b822-41d98008dc00,e57db8cf-8012-4fa3-b822-41d98008dc00|TUITION|2025-10,1500.00,MANUAL,OCT,LEGACY_PAYMENT_APPLICATION
72300708-7fdd-4901-b7ea-efaaf0e0b019|e57db8cf-8012-4fa3-b822-41d98008dc00|TUITION|2025-12|1,72300708-7fdd-4901-b7ea-efaaf0e0b019,b943106c-d45f-4a4b-a2cb-14eb7ba575e8,e57db8cf-8012-4fa3-b822-41d98008dc00,e57db8cf-8012-4fa3-b822-41d98008dc00|TUITION|2025-12,1500.00,MANUAL,DIC/JUL,LEGACY_PAYMENT_APPLICATION
72300708-7fdd-4901-b7ea-efaaf0e0b019|e57db8cf-8012-4fa3-b822-41d98008dc00|TUITION|2026-07|2,72300708-7fdd-4901-b7ea-efaaf0e0b019,b943106c-d45f-4a4b-a2cb-14eb7ba575e8,e57db8cf-8012-4fa3-b822-41d98008dc00,e57db8cf-8012-4fa3-b822-41d98008dc00|TUITION|2026-07,1500.00,MANUAL,DIC/JUL,LEGACY_PAYMENT_APPLICATION
990cf4d6-1e42-4f1d-b410-6c2220f9d333|e57db8cf-8012-4fa3-b822-41d98008dc00|TUITION|2025-11|1,990cf4d6-1e42-4f1d-b410-6c2220f9d333,b943106c-d45f-4a4b-a2cb-14eb7ba575e8,e57db8cf-8012-4fa3-b822-41d98008dc00,e57db8cf-8012-4fa3-b822-41d98008dc00|TUITION|2025-11,1500.00,MANUAL,NOV,LEGACY_PAYMENT_APPLICATION
d2c29ef0-104e-4da2-9947-55fd6fbfd5e7|e57db8cf-8012-4fa3-b822-41d98008dc00|TUITION|2025-09|1,d2c29ef0-104e-4da2-9947-55fd6fbfd5e7,b943106c-d45f-4a4b-a2cb-14eb7ba575e8,e57db8cf-8012-4fa3-b822-41d98008dc00,e57db8cf-8012-4fa3-b822-41d98008dc00|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
17b7e0da-2bf9-4ad0-ab95-4fee64793fec|2645afb7-c140-490c-b8db-c0dd4fbf6e11|TUITION|2025-10|1,17b7e0da-2bf9-4ad0-ab95-4fee64793fec,f24f3b61-fb07-43cc-bd63-95c5218fdd07,2645afb7-c140-490c-b8db-c0dd4fbf6e11,2645afb7-c140-490c-b8db-c0dd4fbf6e11|TUITION|2025-10,1000.00,MANUAL,OCT,LEGACY_PAYMENT_APPLICATION
f27717ae-4939-424b-9ea1-cb9005d16fd7|2645afb7-c140-490c-b8db-c0dd4fbf6e11|TUITION|2025-09|1,f27717ae-4939-424b-9ea1-cb9005d16fd7,f24f3b61-fb07-43cc-bd63-95c5218fdd07,2645afb7-c140-490c-b8db-c0dd4fbf6e11,2645afb7-c140-490c-b8db-c0dd4fbf6e11|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
da4c807e-52e5-47bf-aaac-7746549f85c5|64b7b8c4-c418-4b27-8aa7-31c44d2850f4|TUITION|2025-09|1,da4c807e-52e5-47bf-aaac-7746549f85c5,52df90ca-f73d-42f0-87c5-312e7953b090,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,64b7b8c4-c418-4b27-8aa7-31c44d2850f4|TUITION|2025-09,1200.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
92698fad-8866-472c-baa9-a2f6169b815d|2bc201a6-4c7f-402c-9ed1-a2310ae79d3c|TUITION|2025-09|1,92698fad-8866-472c-baa9-a2f6169b815d,96ba5e8b-d106-4299-a9f9-ee584e7c7992,2bc201a6-4c7f-402c-9ed1-a2310ae79d3c,2bc201a6-4c7f-402c-9ed1-a2310ae79d3c|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
c978e609-3e1c-4dac-b668-d3d2039b258c|40dc866f-fce4-4635-bf68-fa98f8b87c6e|TUITION|2025-09|1,c978e609-3e1c-4dac-b668-d3d2039b258c,f2c06914-84c7-42d5-a119-8f6aab1b5ebe,40dc866f-fce4-4635-bf68-fa98f8b87c6e,40dc866f-fce4-4635-bf68-fa98f8b87c6e|TUITION|2025-09,1100.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
13d7aed8-ddd3-439a-9dc0-6f8e10a78be7|eb5427dd-f41c-4408-8815-26493a90c351|TUITION|2025-09|1,13d7aed8-ddd3-439a-9dc0-6f8e10a78be7,c3951197-15ae-40cb-a607-92906e7a3e8e,eb5427dd-f41c-4408-8815-26493a90c351,eb5427dd-f41c-4408-8815-26493a90c351|TUITION|2025-09,1100.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
954e91d1-9a28-4ef6-8150-512886735df0|d08fe665-bb14-41a1-b1b8-902320280075|TUITION|2025-09|1,954e91d1-9a28-4ef6-8150-512886735df0,56418b58-a6c8-4405-98ed-0924be76b384,d08fe665-bb14-41a1-b1b8-902320280075,d08fe665-bb14-41a1-b1b8-902320280075|TUITION|2025-09,250.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
85757e0d-ca2b-463d-8bed-b429b03ee1fd|0489bdaf-c632-4a1f-9b8e-85dba33a74b0|TUITION|2025-09|1,85757e0d-ca2b-463d-8bed-b429b03ee1fd,9a31a17d-329b-48a5-97a0-6e89e1b22312,0489bdaf-c632-4a1f-9b8e-85dba33a74b0,0489bdaf-c632-4a1f-9b8e-85dba33a74b0|TUITION|2025-09,1100.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
788f3ad1-7309-49f9-806d-398a04b6abac|f0fe1f2d-d8f7-4f5d-b713-d15b3cc1f577|TUITION|2025-09|1,788f3ad1-7309-49f9-806d-398a04b6abac,ec7a0b67-72a7-4516-be99-95f7f51891be,f0fe1f2d-d8f7-4f5d-b713-d15b3cc1f577,f0fe1f2d-d8f7-4f5d-b713-d15b3cc1f577|TUITION|2025-09,1100.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
ed17a64d-c73b-4c3d-8c6b-8bc446a8243b|bfce22f5-d7f1-4b93-8fc1-eb5907831b0c|TUITION|2025-09|1,ed17a64d-c73b-4c3d-8c6b-8bc446a8243b,e2a26ea0-bb7a-4f22-be72-462c71309478,bfce22f5-d7f1-4b93-8fc1-eb5907831b0c,bfce22f5-d7f1-4b93-8fc1-eb5907831b0c|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
2c81843d-6a81-4967-8dab-7151048048fb|0a79ced7-bab3-44d8-89da-e166880163bd|TUITION|2025-09|1,2c81843d-6a81-4967-8dab-7151048048fb,7765d43b-22eb-4752-baf5-b0291c501a09,0a79ced7-bab3-44d8-89da-e166880163bd,0a79ced7-bab3-44d8-89da-e166880163bd|TUITION|2025-09,900.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
b5945081-401c-4b25-bc34-123a41a44ada|a4c9cada-bb7c-4116-8091-8b3e944aba30|TUITION|2025-09|1,b5945081-401c-4b25-bc34-123a41a44ada,0108f19d-3305-4a4f-9e9e-d93a00482a84,a4c9cada-bb7c-4116-8091-8b3e944aba30,a4c9cada-bb7c-4116-8091-8b3e944aba30|TUITION|2025-09,1000.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
9a009435-e185-4380-aae5-944abb109f3c|d8b23e94-04f7-4eed-9748-9c90f9758257|TUITION|2025-09|1,9a009435-e185-4380-aae5-944abb109f3c,c47c487c-031c-4fe3-97b0-f5bef5be036a,d8b23e94-04f7-4eed-9748-9c90f9758257,d8b23e94-04f7-4eed-9748-9c90f9758257|TUITION|2025-09,1200.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
24ba6815-1dd5-45a9-aacd-2670035cc89f|18f8e872-a787-4eef-953c-1c326065039e|TUITION|2025-09|1,24ba6815-1dd5-45a9-aacd-2670035cc89f,844bdc34-6fb3-4c1b-8a40-bf2a0c26385b,18f8e872-a787-4eef-953c-1c326065039e,18f8e872-a787-4eef-953c-1c326065039e|TUITION|2025-09,1000.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
be6e3e18-ab6f-4403-8350-5010922e3e13|5b6f10bf-24ec-4e49-8839-dbf02ee4cd75|TUITION|2025-09|1,be6e3e18-ab6f-4403-8350-5010922e3e13,4e4abc30-fb61-4867-a76d-1457e71121b3,5b6f10bf-24ec-4e49-8839-dbf02ee4cd75,5b6f10bf-24ec-4e49-8839-dbf02ee4cd75|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
ad7c475c-9a59-42e1-ab73-89a8bee25e74|61ed3b0d-3542-46bc-a02d-4f73b36cffd3|TUITION|2025-09|1,ad7c475c-9a59-42e1-ab73-89a8bee25e74,47064f8d-8d7b-4236-ae67-25ff930036fc,61ed3b0d-3542-46bc-a02d-4f73b36cffd3,61ed3b0d-3542-46bc-a02d-4f73b36cffd3|TUITION|2025-09,1100.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
6fe3f155-3d44-4323-a918-60f40f5de9e2|5af22e45-f9f7-4577-b07b-7ce4a7940329|TUITION|2025-09|1,6fe3f155-3d44-4323-a918-60f40f5de9e2,29a0fd9c-4b1e-439d-b7fa-7ae4a9dab5fe,5af22e45-f9f7-4577-b07b-7ce4a7940329,5af22e45-f9f7-4577-b07b-7ce4a7940329|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
57582a7f-18ad-4ff7-b402-01039147e30f|c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554|TUITION|2025-09|1,57582a7f-18ad-4ff7-b402-01039147e30f,efde2cfd-7d6f-452f-8bc7-fe8522dd7c95,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
5bdbaea3-f454-4031-8b43-738a1014e759|f425a981-e85a-4cb0-95a0-1de810c18a53|TUITION|2025-09|1,5bdbaea3-f454-4031-8b43-738a1014e759,a057127c-e47c-4f45-a885-46437755420f,f425a981-e85a-4cb0-95a0-1de810c18a53,f425a981-e85a-4cb0-95a0-1de810c18a53|TUITION|2025-09,1000.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
b26861b6-5537-4ef5-88cc-3874bc2d06cf|0e861609-c592-4713-bfad-a86c2f7d1c00|TUITION|2025-09|1,b26861b6-5537-4ef5-88cc-3874bc2d06cf,f8c84c7c-2ae8-4a15-a449-80b999f228ab,0e861609-c592-4713-bfad-a86c2f7d1c00,0e861609-c592-4713-bfad-a86c2f7d1c00|TUITION|2025-09,1600.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
ddba883e-55f2-4ba4-a9c7-bfa06b055d11|209dac48-1e05-4390-a5da-676e1ee3b311|TUITION|2025-09|1,ddba883e-55f2-4ba4-a9c7-bfa06b055d11,0ca14dc4-e2c5-4885-81bc-c60b9d57e9b6,209dac48-1e05-4390-a5da-676e1ee3b311,209dac48-1e05-4390-a5da-676e1ee3b311|TUITION|2025-09,1000.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
9367cb40-60d2-4e42-9e0b-6441b111f977|abea3641-4bdf-451a-8710-fa95ab34cab7|TUITION|2025-09|1,9367cb40-60d2-4e42-9e0b-6441b111f977,161d753d-3d2e-40ab-9506-e926148ff9e4,abea3641-4bdf-451a-8710-fa95ab34cab7,abea3641-4bdf-451a-8710-fa95ab34cab7|TUITION|2025-09,1600.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
058004d9-7f10-42c0-b3ef-8eb9b3298681|83744ef9-a5f4-4c6a-9c81-a6ea4f9507cf|TUITION|2025-09|1,058004d9-7f10-42c0-b3ef-8eb9b3298681,648c4063-8d1e-4e0d-add1-f67f1d528fd1,83744ef9-a5f4-4c6a-9c81-a6ea4f9507cf,83744ef9-a5f4-4c6a-9c81-a6ea4f9507cf|TUITION|2025-09,1300.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
832eacb5-79a4-4684-abea-b78455c8c7fb|a71be5b5-f484-434a-912c-d679234166b5|TUITION|2025-09|1,832eacb5-79a4-4684-abea-b78455c8c7fb,246dc099-1d40-4922-bbbd-a75ed1546703,a71be5b5-f484-434a-912c-d679234166b5,a71be5b5-f484-434a-912c-d679234166b5|TUITION|2025-09,1600.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
9350cbe8-23f1-4a50-a801-c90ec78ca2b2|a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb|TUITION|2025-09|1,9350cbe8-23f1-4a50-a801-c90ec78ca2b2,7f6304b8-0617-400b-9d33-41b6238d45a6,a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb,a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb|TUITION|2025-09,1400.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
4b6d57a7-65e9-4436-b70a-73c6a2f38a12|2fe35f28-fbab-491d-91b2-3d939e6b55bd|TUITION|2025-09|1,4b6d57a7-65e9-4436-b70a-73c6a2f38a12,a1b613cc-aa1b-487e-a5fd-7c5d7947d2ad,2fe35f28-fbab-491d-91b2-3d939e6b55bd,2fe35f28-fbab-491d-91b2-3d939e6b55bd|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
7ec11d60-c9e9-48f4-bfed-3cf59c1d8663|81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a|TUITION|2025-09|1,7ec11d60-c9e9-48f4-bfed-3cf59c1d8663,c30e0b5d-9f87-427e-a0a8-5d187dae92cd,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a|TUITION|2025-09,1000.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
93faa8e5-c064-4996-8712-b3a552189747|6f2f8410-2704-4938-8538-21edb5b8221a|TUITION|2025-09|1,93faa8e5-c064-4996-8712-b3a552189747,b004fb13-e4c7-4ad9-9e84-b2f1c0175708,6f2f8410-2704-4938-8538-21edb5b8221a,6f2f8410-2704-4938-8538-21edb5b8221a|TUITION|2025-09,1000.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
2c8adb23-ccd3-44a7-9e79-ef4dcd8ecf3b|00fca4aa-70ed-464e-822f-6272cba1d93e|TUITION|2025-09|1,2c8adb23-ccd3-44a7-9e79-ef4dcd8ecf3b,6b950e9d-7f30-4945-be2b-930472b56d16,00fca4aa-70ed-464e-822f-6272cba1d93e,00fca4aa-70ed-464e-822f-6272cba1d93e|TUITION|2025-09,1400.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
069d0b64-c0ff-4110-aa48-72f7c41a8595|95149f3e-bf90-4279-8471-a562bd517960|TUITION|2025-09|1,069d0b64-c0ff-4110-aa48-72f7c41a8595,e9d75e7e-2293-41f4-9ed9-081bc958d548,95149f3e-bf90-4279-8471-a562bd517960,95149f3e-bf90-4279-8471-a562bd517960|TUITION|2025-09,1600.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
14a705e6-634a-4581-ae54-dbd54239c37c|5cb7777e-5664-4929-b875-cddff5a7c18c|TUITION|2025-09|1,14a705e6-634a-4581-ae54-dbd54239c37c,b3587a26-8180-4e2c-8d9d-e03df8dec23e,5cb7777e-5664-4929-b875-cddff5a7c18c,5cb7777e-5664-4929-b875-cddff5a7c18c|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
ef7e2109-00b3-4c48-9ea7-d63ada190ed5|6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d|TUITION|2025-09|1,ef7e2109-00b3-4c48-9ea7-d63ada190ed5,8fa9d622-ce02-48ec-be90-43d534ec7ec5,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d|TUITION|2025-09,1000.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
545bcc4b-1bcb-4541-be15-59a97a9f655b|69450844-df68-4eb9-a465-967c31417074|TUITION|2025-09|1,545bcc4b-1bcb-4541-be15-59a97a9f655b,00245035-6ff9-4022-acc9-a0af3fdd980d,69450844-df68-4eb9-a465-967c31417074,69450844-df68-4eb9-a465-967c31417074|TUITION|2025-09,1600.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
9cc3a3d0-070d-4c7c-99fb-910ad28b5454|37b6c311-9c1a-461e-a70b-d93557cdbc0d|TUITION|2025-09|1,9cc3a3d0-070d-4c7c-99fb-910ad28b5454,112c7cce-58a6-4042-b235-63bcedc3c385,37b6c311-9c1a-461e-a70b-d93557cdbc0d,37b6c311-9c1a-461e-a70b-d93557cdbc0d|TUITION|2025-09,1000.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
a73f2452-5469-4748-a774-4c5de7124e07|02b5e8d1-89fb-4a1d-a9d3-58817df86b24|TUITION|2025-09|1,a73f2452-5469-4748-a774-4c5de7124e07,aa0f26d2-bc83-4991-a9d4-1bf998533d7b,02b5e8d1-89fb-4a1d-a9d3-58817df86b24,02b5e8d1-89fb-4a1d-a9d3-58817df86b24|TUITION|2025-09,1600.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
45163107-e74d-42c5-b0b0-22d0e9e32e96|6d484f92-07ed-4ef5-acde-ed43c7314527|TUITION|2025-09|1,45163107-e74d-42c5-b0b0-22d0e9e32e96,45b7f84a-83e2-42ac-8591-0cbe0b130d8f,6d484f92-07ed-4ef5-acde-ed43c7314527,6d484f92-07ed-4ef5-acde-ed43c7314527|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
7b74f05f-5ae8-43f6-827d-b0b5b92df3dc|edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2025-09|1,7b74f05f-5ae8-43f6-827d-b0b5b92df3dc,f7eddae6-6b1e-420d-8b9f-149d656ff8e2,edd2b7ac-5bca-4650-8c2e-75f65e70849f,edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2025-09,1200.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
18e12275-5dfd-461d-b4f5-db650f1bc581|f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2025-09|1,18e12275-5dfd-461d-b4f5-db650f1bc581,1092c2c0-0bda-4d5a-8a2a-227cfc06dd4b,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
f9039cd5-db39-4ebd-acd1-eec2de3b53e9|df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2025-09|1,f9039cd5-db39-4ebd-acd1-eec2de3b53e9,5b43760e-28ac-4a06-904f-bef11dda3738,df9c3a2b-804a-47bc-9b11-eb45575dad16,df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2025-09,1200.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
1f420b52-f970-48e7-bd23-c71b460693cd|2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2025-09|1,1f420b52-f970-48e7-bd23-c71b460693cd,0fafc0f4-113a-45b8-8451-d7333b4fc712,2a01ea65-7487-4834-ab23-855018d8868e,2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
682b58ac-50e1-4d36-9b89-09fd37758b6c|afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1|TUITION|2025-09|1,682b58ac-50e1-4d36-9b89-09fd37758b6c,e301a4ac-4181-4055-91cc-276aac7f987b,afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1,afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
9115c281-e6cc-4fd3-968f-93950beb19ca|ea4ba647-d045-4e06-ae83-397c1aa0fb8d|TUITION|2025-09|1,9115c281-e6cc-4fd3-968f-93950beb19ca,3b0bb0fe-a0e2-4afb-ba46-5a39a004a7e7,ea4ba647-d045-4e06-ae83-397c1aa0fb8d,ea4ba647-d045-4e06-ae83-397c1aa0fb8d|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
f67731de-a2f8-47c9-8227-0758e4b03133|81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a|TUITION|2025-10|1,f67731de-a2f8-47c9-8227-0758e4b03133,37da422f-fb4e-418e-9b30-6e7d2f5bc630,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a|TUITION|2025-10,1000.00,MANUAL,OCT,LEGACY_PAYMENT_APPLICATION
57825d41-77b1-44b4-945c-6a37d7fa9161|4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6|TUITION|2025-09|1,57825d41-77b1-44b4-945c-6a37d7fa9161,a2dbeb21-5033-4729-860c-29cfe35e2cc0,4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6,4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6|TUITION|2025-09,1500.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
6da09562-b424-4f59-a838-1bc16f6ef952|6f2f8410-2704-4938-8538-21edb5b8221a|TUITION|2025-10|1,6da09562-b424-4f59-a838-1bc16f6ef952,1ec101c5-9e6a-470e-8000-ff7a46942456,6f2f8410-2704-4938-8538-21edb5b8221a,6f2f8410-2704-4938-8538-21edb5b8221a|TUITION|2025-10,1000.00,MANUAL,OCT,LEGACY_PAYMENT_APPLICATION
b6d69e1a-cf24-4229-8c0a-0091b6c6896c|6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d|TUITION|2025-10|1,b6d69e1a-cf24-4229-8c0a-0091b6c6896c,844a1334-bd1a-4a3b-8e0d-c5c89ace59a8,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d|TUITION|2025-10,1000.00,MANUAL,OCT,LEGACY_PAYMENT_APPLICATION
d1e83178-f598-474b-806c-c5b75c147a9f|1e3beb16-3079-4aaa-93fc-a0203720434d|TUITION|2025-09|1,d1e83178-f598-474b-806c-c5b75c147a9f,1334f989-7d1c-49e9-9309-b0d8e5cf483a,1e3beb16-3079-4aaa-93fc-a0203720434d,1e3beb16-3079-4aaa-93fc-a0203720434d|TUITION|2025-09,1600.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
9135637d-594f-45fd-bc34-6f2235619d2d|f5bb300e-d8ed-4cca-b176-cb11e46338bd|TUITION|2025-09|1,9135637d-594f-45fd-bc34-6f2235619d2d,9a2438c2-04da-400f-bf15-6f3d6238ee4a,f5bb300e-d8ed-4cca-b176-cb11e46338bd,f5bb300e-d8ed-4cca-b176-cb11e46338bd|TUITION|2025-09,1400.00,MANUAL,SEP,LEGACY_PAYMENT_APPLICATION
867c8a63-36b6-43cb-9b14-9ac7eacc8fe3|40dc866f-fce4-4635-bf68-fa98f8b87c6e|TUITION|2025-10|1,867c8a63-36b6-43cb-9b14-9ac7eacc8fe3,11f7ef3f-8284-45f8-88d5-77171a4be071,40dc866f-fce4-4635-bf68-fa98f8b87c6e,40dc866f-fce4-4635-bf68-fa98f8b87c6e|TUITION|2025-10,1100.00,MANUAL,OCT,LEGACY_PAYMENT_APPLICATION
001fd97d-c501-4cc8-86f0-8d37a80022bb|a71be5b5-f484-434a-912c-d679234166b5|TUITION|2025-10|1,001fd97d-c501-4cc8-86f0-8d37a80022bb,5cd6e479-6128-4773-9f27-d8dd866c992f,a71be5b5-f484-434a-912c-d679234166b5,a71be5b5-f484-434a-912c-d679234166b5|TUITION|2025-10,1600.00,MANUAL,OCT,LEGACY_PAYMENT_APPLICATION
