legacy_allocation_key,legacy_application_id,legacy_payment_id,legacy_student_id,legacy_charge_key,amount,allocation_mode,legacy_period,source
BACKFILL:BACKFILL-A-0110-20260415-INS-ABR|b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|ENROLLMENT_FEE|25-26|1,BACKFILL:BACKFILL-A-0110-20260415-INS-ABR,BACKFILL-A-0110-20260415-INS-ABR,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|ENROLLMENT_FEE|25-26,1000.00,MANUAL,BACKFILL,MANUAL_HISTORICAL_BACKFILL
e636645b-b7ab-4d80-a631-546109d67abc|5b6f10bf-24ec-4e49-8839-dbf02ee4cd75|TUITION|2026-02|1,e636645b-b7ab-4d80-a631-546109d67abc,bacf792e-e735-46a6-9490-00a8be2a3ddb,5b6f10bf-24ec-4e49-8839-dbf02ee4cd75,5b6f10bf-24ec-4e49-8839-dbf02ee4cd75|TUITION|2026-02,1500.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
374edf37-1c7a-48b5-a11b-947c8eb0da60|02b5e8d1-89fb-4a1d-a9d3-58817df86b24|TUITION|2026-02|1,374edf37-1c7a-48b5-a11b-947c8eb0da60,00cce7ee-4b15-4693-bda7-1d41d3c43ab9,02b5e8d1-89fb-4a1d-a9d3-58817df86b24,02b5e8d1-89fb-4a1d-a9d3-58817df86b24|TUITION|2026-02,1600.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
4c975471-e1e0-4021-b6ef-147d4b3c09c0|5cb7777e-5664-4929-b875-cddff5a7c18c|TUITION|2026-02|1,4c975471-e1e0-4021-b6ef-147d4b3c09c0,2831921c-bf50-41ff-a54c-22084bbb497f,5cb7777e-5664-4929-b875-cddff5a7c18c,5cb7777e-5664-4929-b875-cddff5a7c18c|TUITION|2026-02,1500.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
20ab650b-c3c7-4542-8563-dd82f38598a5|00fca4aa-70ed-464e-822f-6272cba1d93e|TUITION|2026-02|1,20ab650b-c3c7-4542-8563-dd82f38598a5,0136b30d-9b4b-4006-aae7-e589254a7545,00fca4aa-70ed-464e-822f-6272cba1d93e,00fca4aa-70ed-464e-822f-6272cba1d93e|TUITION|2026-02,1400.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
7de7cb45-16af-41d1-9bed-3423b959b0a2|df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2026-02|1,7de7cb45-16af-41d1-9bed-3423b959b0a2,ebff7255-bfb2-4958-97e9-e41b749d2e36,df9c3a2b-804a-47bc-9b11-eb45575dad16,df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2026-02,1200.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
1823395d-e4fa-480e-b0e5-c587bf8158a9|edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2026-02|1,1823395d-e4fa-480e-b0e5-c587bf8158a9,feb3227e-471a-4a31-b8f3-5665eb705aa5,edd2b7ac-5bca-4650-8c2e-75f65e70849f,edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2026-02,1200.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
4b9452d0-6b05-4ec0-83d7-fe048a091d5e|a8144361-4bce-487c-bc3a-949391e8d895|TUITION|2026-01|1,4b9452d0-6b05-4ec0-83d7-fe048a091d5e,ffe4cb54-23a5-470a-a36f-df03ccc9c8d8,a8144361-4bce-487c-bc3a-949391e8d895,a8144361-4bce-487c-bc3a-949391e8d895|TUITION|2026-01,900.00,MANUAL,ENE,LEGACY_PAYMENT_APPLICATION
0d4fafe4-18cb-4202-a33b-1638f9bc3558|845acc82-5357-4263-a24c-e03f7ea60a49|TUITION|2026-01|1,0d4fafe4-18cb-4202-a33b-1638f9bc3558,e637b627-3063-461a-bb4b-59376ab92308,845acc82-5357-4263-a24c-e03f7ea60a49,845acc82-5357-4263-a24c-e03f7ea60a49|TUITION|2026-01,900.00,MANUAL,ENE,LEGACY_PAYMENT_APPLICATION
37d197f3-a8e8-4822-8a25-6f7690ba17ec|c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554|TUITION|2026-02|1,37d197f3-a8e8-4822-8a25-6f7690ba17ec,8738bd3c-81e7-4ec8-96b0-883dc2b059e9,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554|TUITION|2026-02,1500.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
fff692e6-8724-493b-addd-2c8afa76271d|c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554|TUITION|2026-03|1,fff692e6-8724-493b-addd-2c8afa76271d,8738bd3c-81e7-4ec8-96b0-883dc2b059e9,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554|TUITION|2026-03,1500.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
fff692e6-8724-493b-addd-2c8afa76271d|c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554|TUITION|2026-08|2,fff692e6-8724-493b-addd-2c8afa76271d,8738bd3c-81e7-4ec8-96b0-883dc2b059e9,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554|TUITION|2026-08,1500.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
ee9ef811-059d-473c-87f7-a2d92c1b3398|0a79ced7-bab3-44d8-89da-e166880163bd|TUITION|2026-01|1,ee9ef811-059d-473c-87f7-a2d92c1b3398,c4581c41-c806-46f7-8a76-e09030398183,0a79ced7-bab3-44d8-89da-e166880163bd,0a79ced7-bab3-44d8-89da-e166880163bd|TUITION|2026-01,900.00,MANUAL,ENE,LEGACY_PAYMENT_APPLICATION
5b22740b-b6d1-4bf0-a9f0-2caa8e3a0217|533aa94a-8eb8-436d-82ac-cb0d104f816e|TUITION|2026-01|1,5b22740b-b6d1-4bf0-a9f0-2caa8e3a0217,8c9b3b75-ddb8-42aa-bb91-35c2d3e179ef,533aa94a-8eb8-436d-82ac-cb0d104f816e,533aa94a-8eb8-436d-82ac-cb0d104f816e|TUITION|2026-01,900.00,MANUAL,ENE,LEGACY_PAYMENT_APPLICATION
8b701152-ac10-4f85-a451-3a1fa9463a04|a8144361-4bce-487c-bc3a-949391e8d895|TUITION|2026-02|1,8b701152-ac10-4f85-a451-3a1fa9463a04,72950048-7e6f-4ac7-aab6-feec39467265,a8144361-4bce-487c-bc3a-949391e8d895,a8144361-4bce-487c-bc3a-949391e8d895|TUITION|2026-02,900.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
6597cc52-5655-48f0-b131-cfd1396e7a1e|845acc82-5357-4263-a24c-e03f7ea60a49|TUITION|2026-02|1,6597cc52-5655-48f0-b131-cfd1396e7a1e,81bdd5c0-af83-463c-8c48-5ea7483c6d80,845acc82-5357-4263-a24c-e03f7ea60a49,845acc82-5357-4263-a24c-e03f7ea60a49|TUITION|2026-02,900.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
9e7f4a57-d8f0-481e-9e6f-55a1b786f052|209dac48-1e05-4390-a5da-676e1ee3b311|TUITION|2026-07|1,9e7f4a57-d8f0-481e-9e6f-55a1b786f052,ebacf136-f574-40be-b4fd-fd531cb8fd28,209dac48-1e05-4390-a5da-676e1ee3b311,209dac48-1e05-4390-a5da-676e1ee3b311|TUITION|2026-07,1000.00,MANUAL,DIC/JUL,LEGACY_PAYMENT_APPLICATION
b513f994-68f5-49f8-afe8-6e82c279fcbe|4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6|TUITION|2026-02|1,b513f994-68f5-49f8-afe8-6e82c279fcbe,9eb0e4be-c697-40ad-899c-9b2d9ac39c37,4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6,4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6|TUITION|2026-02,1500.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
9b568a7d-010d-4da1-a7a4-b827b6fdf749|a4c9cada-bb7c-4116-8091-8b3e944aba30|TUITION|2026-01|1,9b568a7d-010d-4da1-a7a4-b827b6fdf749,111223b7-3880-4bf5-a101-592a9c39c8cf,a4c9cada-bb7c-4116-8091-8b3e944aba30,a4c9cada-bb7c-4116-8091-8b3e944aba30|TUITION|2026-01,1000.00,MANUAL,ENE,LEGACY_PAYMENT_APPLICATION
930bef66-dadd-43e8-87c2-13d9b9bc9a99|f425a981-e85a-4cb0-95a0-1de810c18a53|TUITION|2025-10|1,930bef66-dadd-43e8-87c2-13d9b9bc9a99,bc8bc859-7db0-46b3-9d7d-7f2deaae7980,f425a981-e85a-4cb0-95a0-1de810c18a53,f425a981-e85a-4cb0-95a0-1de810c18a53|TUITION|2025-10,1000.00,MANUAL,OCT,LEGACY_PAYMENT_APPLICATION
a14f0ce1-8007-4703-8a6e-443ebf7f6452|f425a981-e85a-4cb0-95a0-1de810c18a53|TUITION|2025-11|1,a14f0ce1-8007-4703-8a6e-443ebf7f6452,bc8bc859-7db0-46b3-9d7d-7f2deaae7980,f425a981-e85a-4cb0-95a0-1de810c18a53,f425a981-e85a-4cb0-95a0-1de810c18a53|TUITION|2025-11,200.00,MANUAL,NOV,LEGACY_PAYMENT_APPLICATION
6be80e37-2d15-4e4b-a2b4-02e9a1689c36|69450844-df68-4eb9-a465-967c31417074|TUITION|2026-02|1,6be80e37-2d15-4e4b-a2b4-02e9a1689c36,a1dfee84-adff-4c58-b15a-d17268a20ac9,69450844-df68-4eb9-a465-967c31417074,69450844-df68-4eb9-a465-967c31417074|TUITION|2026-02,1600.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
0a93e7cd-1a32-42e4-bcbb-6883ef32bc0c|3f6663d7-9b89-4ea2-9f06-5035caff6390|TUITION|2026-01|1,0a93e7cd-1a32-42e4-bcbb-6883ef32bc0c,5d892765-d6d3-4579-b10f-3bec8937a2cc,3f6663d7-9b89-4ea2-9f06-5035caff6390,3f6663d7-9b89-4ea2-9f06-5035caff6390|TUITION|2026-01,900.00,MANUAL,ENE,LEGACY_PAYMENT_APPLICATION
7f5b7f1e-5cf8-4441-842e-86e129c96d1b|2e6b93f5-df65-49fd-8c38-d2325e1f2a4f|TUITION|2026-01|1,7f5b7f1e-5cf8-4441-842e-86e129c96d1b,2dec4e38-49df-4a28-96b9-df8eb194e409,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f|TUITION|2026-01,900.00,MANUAL,ENE,LEGACY_PAYMENT_APPLICATION
bcba9652-49e1-4c74-b84d-fa9af650a0ea|8d1da005-457e-4b91-b44a-605b0ca3c47a|TUITION|2025-11|1,bcba9652-49e1-4c74-b84d-fa9af650a0ea,3107faba-e945-434f-8b3f-078664ec83df,8d1da005-457e-4b91-b44a-605b0ca3c47a,8d1da005-457e-4b91-b44a-605b0ca3c47a|TUITION|2025-11,1600.00,MANUAL,NOV,LEGACY_PAYMENT_APPLICATION
cc316561-0ff1-4ce9-830f-89bc03aa2a45|8d1da005-457e-4b91-b44a-605b0ca3c47a|TUITION|2025-12|1,cc316561-0ff1-4ce9-830f-89bc03aa2a45,3107faba-e945-434f-8b3f-078664ec83df,8d1da005-457e-4b91-b44a-605b0ca3c47a,8d1da005-457e-4b91-b44a-605b0ca3c47a|TUITION|2025-12,1600.00,MANUAL,DIC/JUL,LEGACY_PAYMENT_APPLICATION
397fe658-7900-4b33-b171-039d5660855e|6539fe6a-8f3f-4a06-aa20-dbb71a0a4ccb|TUITION|2026-02|1,397fe658-7900-4b33-b171-039d5660855e,985813d1-5a69-4df5-82cd-21ef09fc9d75,6539fe6a-8f3f-4a06-aa20-dbb71a0a4ccb,6539fe6a-8f3f-4a06-aa20-dbb71a0a4ccb|TUITION|2026-02,1600.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
9e9006db-1c80-4513-949d-9f66166061cc|ea4ba647-d045-4e06-ae83-397c1aa0fb8d|TUITION|2026-02|1,9e9006db-1c80-4513-949d-9f66166061cc,18e61bf6-48f5-4758-873f-65ef38a0ff9c,ea4ba647-d045-4e06-ae83-397c1aa0fb8d,ea4ba647-d045-4e06-ae83-397c1aa0fb8d|TUITION|2026-02,1500.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
7d0f6edc-620d-4114-b8b3-39078223f63a|a4c9cada-bb7c-4116-8091-8b3e944aba30|TUITION|2026-02|1,7d0f6edc-620d-4114-b8b3-39078223f63a,9935d731-06bf-4825-89c9-3c5d0c4a3b70,a4c9cada-bb7c-4116-8091-8b3e944aba30,a4c9cada-bb7c-4116-8091-8b3e944aba30|TUITION|2026-02,1000.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
6d352d43-5857-42d4-96f2-b6a45d434d38|f5bb300e-d8ed-4cca-b176-cb11e46338bd|TUITION|2026-02|1,6d352d43-5857-42d4-96f2-b6a45d434d38,8f461cbc-213c-435d-83d0-937f7271ffc1,f5bb300e-d8ed-4cca-b176-cb11e46338bd,f5bb300e-d8ed-4cca-b176-cb11e46338bd|TUITION|2026-02,1400.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
2ba89dd1-2558-44c1-be97-2dc7ef3a7aac|2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2026-02|1,2ba89dd1-2558-44c1-be97-2dc7ef3a7aac,dc1c2396-e6e5-49b1-9c5d-ae2def208451,2a01ea65-7487-4834-ab23-855018d8868e,2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2026-02,1500.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
8177f8ca-46b7-43eb-b38a-4638da901c06|2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2026-01|1,8177f8ca-46b7-43eb-b38a-4638da901c06,dc1c2396-e6e5-49b1-9c5d-ae2def208451,2a01ea65-7487-4834-ab23-855018d8868e,2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2026-01,1500.00,MANUAL,ENE,LEGACY_PAYMENT_APPLICATION
bbeb41f1-0e63-47b0-9d90-285e1ffaef2a|2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2025-12|1,bbeb41f1-0e63-47b0-9d90-285e1ffaef2a,dc1c2396-e6e5-49b1-9c5d-ae2def208451,2a01ea65-7487-4834-ab23-855018d8868e,2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2025-12,1500.00,MANUAL,DIC/JUL,LEGACY_PAYMENT_APPLICATION
bbeb41f1-0e63-47b0-9d90-285e1ffaef2a|2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2026-07|2,bbeb41f1-0e63-47b0-9d90-285e1ffaef2a,dc1c2396-e6e5-49b1-9c5d-ae2def208451,2a01ea65-7487-4834-ab23-855018d8868e,2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2026-07,1500.00,MANUAL,DIC/JUL,LEGACY_PAYMENT_APPLICATION
f96dc748-72c1-4c48-ad37-c04dd2b0e0be|2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2026-03|1,f96dc748-72c1-4c48-ad37-c04dd2b0e0be,dc1c2396-e6e5-49b1-9c5d-ae2def208451,2a01ea65-7487-4834-ab23-855018d8868e,2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2026-03,1500.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
07bd1441-d4a5-41b6-95ac-6feb716ae04d|f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2026-03|1,07bd1441-d4a5-41b6-95ac-6feb716ae04d,1ccaff4d-1cbe-4239-a60d-348eb7c40777,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2026-03,1500.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
13860f21-5f55-40b7-8ac3-d7a817f53dd3|f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2026-02|1,13860f21-5f55-40b7-8ac3-d7a817f53dd3,1ccaff4d-1cbe-4239-a60d-348eb7c40777,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2026-02,1500.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
aa9168e1-15cc-49dc-b4f0-0ef67282300e|f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2026-01|1,aa9168e1-15cc-49dc-b4f0-0ef67282300e,1ccaff4d-1cbe-4239-a60d-348eb7c40777,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2026-01,1500.00,MANUAL,ENE,LEGACY_PAYMENT_APPLICATION
cb056d1e-03e6-4145-8274-6d03f51793fc|f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2025-12|1,cb056d1e-03e6-4145-8274-6d03f51793fc,1ccaff4d-1cbe-4239-a60d-348eb7c40777,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2025-12,1500.00,MANUAL,DIC/JUL,LEGACY_PAYMENT_APPLICATION
cb056d1e-03e6-4145-8274-6d03f51793fc|f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2026-07|2,cb056d1e-03e6-4145-8274-6d03f51793fc,1ccaff4d-1cbe-4239-a60d-348eb7c40777,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2026-07,1500.00,MANUAL,DIC/JUL,LEGACY_PAYMENT_APPLICATION
1b511183-774d-4387-8b8c-c59525c0f4dd|18f8e872-a787-4eef-953c-1c326065039e|TUITION|2026-02|1,1b511183-774d-4387-8b8c-c59525c0f4dd,1b5f19a9-3307-406d-93cd-a4505910705c,18f8e872-a787-4eef-953c-1c326065039e,18f8e872-a787-4eef-953c-1c326065039e|TUITION|2026-02,1000.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
12d57605-380a-4323-8b25-f77bad4f44cc|2fe35f28-fbab-491d-91b2-3d939e6b55bd|TUITION|2026-02|1,12d57605-380a-4323-8b25-f77bad4f44cc,925d3cba-faf2-459b-8c33-93f61d8cc2f1,2fe35f28-fbab-491d-91b2-3d939e6b55bd,2fe35f28-fbab-491d-91b2-3d939e6b55bd|TUITION|2026-02,1500.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
3cef9a06-32af-42d6-bcdf-6472d1652ba5|3523dbd3-f616-4c1d-9a52-db64d88e0b23|TUITION|2026-07|1,3cef9a06-32af-42d6-bcdf-6472d1652ba5,f3d03987-2316-4698-b617-42e3083915ae,3523dbd3-f616-4c1d-9a52-db64d88e0b23,3523dbd3-f616-4c1d-9a52-db64d88e0b23|TUITION|2026-07,100.00,MANUAL,DIC/JUL,LEGACY_PAYMENT_APPLICATION
ee4306dd-002a-469e-afec-dc544f26edc3|3523dbd3-f616-4c1d-9a52-db64d88e0b23|TUITION|2026-02|1,ee4306dd-002a-469e-afec-dc544f26edc3,f3d03987-2316-4698-b617-42e3083915ae,3523dbd3-f616-4c1d-9a52-db64d88e0b23,3523dbd3-f616-4c1d-9a52-db64d88e0b23|TUITION|2026-02,1100.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
f6774500-03a2-4a9b-8023-6be4c2cfc1c1|3523dbd3-f616-4c1d-9a52-db64d88e0b23|TUITION|2026-01|1,f6774500-03a2-4a9b-8023-6be4c2cfc1c1,f3d03987-2316-4698-b617-42e3083915ae,3523dbd3-f616-4c1d-9a52-db64d88e0b23,3523dbd3-f616-4c1d-9a52-db64d88e0b23|TUITION|2026-01,1400.00,MANUAL,ENE,LEGACY_PAYMENT_APPLICATION
0370c3b2-ac52-4f28-adcb-d694d5ae1b6e|81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a|TUITION|2026-02|1,0370c3b2-ac52-4f28-adcb-d694d5ae1b6e,6dff9aaa-3c00-40aa-8f15-cd5f3f17f034,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a|TUITION|2026-02,1000.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
9a939b4c-7aa7-486f-a3d6-ae7459cb3fbc|6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d|TUITION|2026-02|1,9a939b4c-7aa7-486f-a3d6-ae7459cb3fbc,5694c690-797d-4eec-8d56-41def5adf378,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d|TUITION|2026-02,1000.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
7438423b-01a0-4d11-a745-0234dd668874|6f2f8410-2704-4938-8538-21edb5b8221a|TUITION|2026-02|1,7438423b-01a0-4d11-a745-0234dd668874,6d473821-4889-4649-bc72-fa55c05bf1ab,6f2f8410-2704-4938-8538-21edb5b8221a,6f2f8410-2704-4938-8538-21edb5b8221a|TUITION|2026-02,1000.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
ba02fb42-fb7c-4b3c-9e44-ee00401baad0|0e861609-c592-4713-bfad-a86c2f7d1c00|TUITION|2026-02|1,ba02fb42-fb7c-4b3c-9e44-ee00401baad0,a2ac9879-ffa8-4948-b3e9-b9a4dda74fb2,0e861609-c592-4713-bfad-a86c2f7d1c00,0e861609-c592-4713-bfad-a86c2f7d1c00|TUITION|2026-02,1600.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
de73ecf4-5ec9-4624-b899-27fe041e8211|562676d8-327a-4012-97e1-f0cfefc685b0|TUITION|2026-02|1,de73ecf4-5ec9-4624-b899-27fe041e8211,47018dc0-daf4-4bfe-b3ef-3c7afa1aa551,562676d8-327a-4012-97e1-f0cfefc685b0,562676d8-327a-4012-97e1-f0cfefc685b0|TUITION|2026-02,1500.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
f984417a-e92d-45de-93ba-45fceb574573|562676d8-327a-4012-97e1-f0cfefc685b0|TUITION|2026-01|1,f984417a-e92d-45de-93ba-45fceb574573,47018dc0-daf4-4bfe-b3ef-3c7afa1aa551,562676d8-327a-4012-97e1-f0cfefc685b0,562676d8-327a-4012-97e1-f0cfefc685b0|TUITION|2026-01,1500.00,MANUAL,ENE,LEGACY_PAYMENT_APPLICATION
632822ba-3d7a-4aa4-98ff-a6e41043c3c6|a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb|TUITION|2026-03|1,632822ba-3d7a-4aa4-98ff-a6e41043c3c6,9ac29776-2dcf-4516-ad61-3eb14e16f414,a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb,a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb|TUITION|2026-03,1400.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
cde2bbaa-3f25-4d1c-bd86-a856a22d3af8|afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1|TUITION|2026-02|1,cde2bbaa-3f25-4d1c-bd86-a856a22d3af8,7b525d45-770d-450f-955d-e1fa9439929f,afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1,afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1|TUITION|2026-02,1500.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
1cf8a980-3712-4fba-92ff-6a3242a404ee|64b7b8c4-c418-4b27-8aa7-31c44d2850f4|TUITION|2026-03|1,1cf8a980-3712-4fba-92ff-6a3242a404ee,1a553249-dd48-4edf-b942-e9682b8f62fe,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,64b7b8c4-c418-4b27-8aa7-31c44d2850f4|TUITION|2026-03,1200.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
b31e4fb1-f934-4849-8a54-c235d5333f0a|2645afb7-c140-490c-b8db-c0dd4fbf6e11|TUITION|2026-03|1,b31e4fb1-f934-4849-8a54-c235d5333f0a,63a2c26f-3830-4c70-9671-2ab1ea5c89b9,2645afb7-c140-490c-b8db-c0dd4fbf6e11,2645afb7-c140-490c-b8db-c0dd4fbf6e11|TUITION|2026-03,1500.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
b31e4fb1-f934-4849-8a54-c235d5333f0a|2645afb7-c140-490c-b8db-c0dd4fbf6e11|TUITION|2026-08|2,b31e4fb1-f934-4849-8a54-c235d5333f0a,63a2c26f-3830-4c70-9671-2ab1ea5c89b9,2645afb7-c140-490c-b8db-c0dd4fbf6e11,2645afb7-c140-490c-b8db-c0dd4fbf6e11|TUITION|2026-08,500.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
c0a23021-5064-4d21-885b-e971d660815f|df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2026-03|1,c0a23021-5064-4d21-885b-e971d660815f,27adc2f3-0a34-4f2b-a23f-139b505fb5f7,df9c3a2b-804a-47bc-9b11-eb45575dad16,df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2026-03,1200.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
c0a23021-5064-4d21-885b-e971d660815f|df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2026-08|2,c0a23021-5064-4d21-885b-e971d660815f,27adc2f3-0a34-4f2b-a23f-139b505fb5f7,df9c3a2b-804a-47bc-9b11-eb45575dad16,df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2026-08,1200.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
8a9feaf3-7b0b-496b-b348-8599031e2196|edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2026-03|1,8a9feaf3-7b0b-496b-b348-8599031e2196,0815afc7-b2d1-4ee1-874e-f938e759e4af,edd2b7ac-5bca-4650-8c2e-75f65e70849f,edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2026-03,1200.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
8a9feaf3-7b0b-496b-b348-8599031e2196|edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2026-08|2,8a9feaf3-7b0b-496b-b348-8599031e2196,0815afc7-b2d1-4ee1-874e-f938e759e4af,edd2b7ac-5bca-4650-8c2e-75f65e70849f,edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2026-08,1200.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
d82dafaa-fb6c-4030-b487-df0877bc51fb|fa437269-6375-40e4-87dc-f133c454a67b|TUITION|2026-02|1,d82dafaa-fb6c-4030-b487-df0877bc51fb,35be8420-44ef-4295-9911-55fbc02ebd6e,fa437269-6375-40e4-87dc-f133c454a67b,fa437269-6375-40e4-87dc-f133c454a67b|TUITION|2026-02,900.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
8f6731f4-ec2d-40cb-a43f-33c5dd2bb210|2a0d752a-79d5-4658-bf0d-64b137383ac6|TUITION|2026-02|1,8f6731f4-ec2d-40cb-a43f-33c5dd2bb210,cc4bc6ac-b300-48e5-9fe6-8d59a2b3d115,2a0d752a-79d5-4658-bf0d-64b137383ac6,2a0d752a-79d5-4658-bf0d-64b137383ac6|TUITION|2026-02,900.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
