legacy_agreement_key,legacy_student_id,concept_code,legacy_price_id,base_amount_snapshot,benefit_type_snapshot,benefit_value_snapshot,agreed_amount,valid_from,valid_until,reason,source
54a3ac62-0b3d-4d6f-ae14-f7adec420285|ENROLLMENT_FEE|2025-09-01,54a3ac62-0b3d-4d6f-ae14-f7adec420285,ENROLLMENT_FEE,635c0ed2-a786-4fa5-9ec0-9e3f242a5165,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
e2808836-b027-41af-8918-de113abd6e4a|ENROLLMENT_FEE|2025-09-01,e2808836-b027-41af-8918-de113abd6e4a,ENROLLMENT_FEE,6366b212-f1e7-44a1-8e7a-163a142d3e5e,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
61565b9f-a82a-49cf-aa9f-3e7df8d7889c|TUITION|2025-09-02,61565b9f-a82a-49cf-aa9f-3e7df8d7889c,TUITION,6502e3af-74e4-4477-940b-5927b67b4857,1600.00,,,1600.00,2025-09-02,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
8f7b36f8-3e15-40c5-bdda-da05aead70c2|TUITION|2025-09-01,8f7b36f8-3e15-40c5-bdda-da05aead70c2,TUITION,65ea54de-2ddb-417a-a09f-c2dc8632c96b,1600.00,FIXED_AMOUNT,1600.00,0.00,2025-09-01,,beca fran,LEGACY_PRICE_HISTORY
c56d34dd-a1d8-4603-9194-4da21924592b|TUITION|2025-09-01,c56d34dd-a1d8-4603-9194-4da21924592b,TUITION,82bb4bde-ecb2-4d19-82fb-8e09be175de5,1600.00,FIXED_AMOUNT,700.00,900.00,2025-09-01,2025-09-01,beca familia,LEGACY_PRICE_HISTORY
c56d34dd-a1d8-4603-9194-4da21924592b|TUITION|2025-09-02,c56d34dd-a1d8-4603-9194-4da21924592b,TUITION,66dbcbb7-5c1a-433b-8d14-462e1a7a1d0c,1600.00,FIXED_AMOUNT,600.00,1000.00,2025-09-02,,,LEGACY_PRICE_HISTORY
061d5f0c-2ec0-4698-a862-38cdd50d237d|TUITION|2026-04-29,061d5f0c-2ec0-4698-a862-38cdd50d237d,TUITION,691dd62d-0679-4ac2-96e8-0f327b4b29ae,1500.00,,,1500.00,2026-04-29,,Ingresa Hoy,LEGACY_PRICE_HISTORY
6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d|TUITION|2025-09-02,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d,TUITION,69d49507-4c04-4ddc-80f3-00f92e91fb21,1600.00,FIXED_AMOUNT,600.00,1000.00,2025-09-02,,beca 3 hermanos,LEGACY_PRICE_HISTORY
6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d|ENROLLMENT_FEE|2025-02-01,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d,ENROLLMENT_FEE,6a38b99e-df68-40f9-89a6-3c7fc8069f34,1100.00,,,1100.00,2025-02-01,,,LEGACY_PRICE_HISTORY
4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6|TUITION|2025-09-01,4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6,TUITION,6c11909c-84c5-4927-a49d-506096d2acd0,1500.00,,,1500.00,2025-09-01,2025-09-01,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6|TUITION|2025-09-02,4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6,TUITION,f983f92a-0a6d-4256-8fd7-5456a95739f6,1500.00,,,1500.00,2025-09-02,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
317e5fd7-d8e6-4476-b348-a0a726649924|TUITION|2025-09-02,317e5fd7-d8e6-4476-b348-a0a726649924,TUITION,6c1d838f-cdce-467a-a030-42e72d89d5d0,1500.00,FIXED_AMOUNT,300.00,1200.00,2025-09-02,,Beca Hermanos,LEGACY_PRICE_HISTORY
5cb7777e-5664-4929-b875-cddff5a7c18c|TUITION|2025-09-02,5cb7777e-5664-4929-b875-cddff5a7c18c,TUITION,7203519e-eefa-4140-9721-b245476bf155,1600.00,FIXED_AMOUNT,100.00,1500.00,2025-09-02,,Beca Fran,LEGACY_PRICE_HISTORY
2fe35f28-fbab-491d-91b2-3d939e6b55bd|TUITION|2025-09-01,2fe35f28-fbab-491d-91b2-3d939e6b55bd,TUITION,739204c7-54d6-40ad-ac6a-89b85af7d168,1500.00,,,1500.00,2025-09-01,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
e5a7742b-06e9-4add-a1c7-4049a93b2b75|TUITION|2025-11-03,e5a7742b-06e9-4add-a1c7-4049a93b2b75,TUITION,76d6b291-927d-42d8-b85c-427c421f0d18,1500.00,FIXED_AMOUNT,400.00,1100.00,2025-11-03,,Primer día del niño en el colegio,LEGACY_PRICE_HISTORY
f55dbff7-6831-4d96-8262-f103ccf4bd43|ENROLLMENT_FEE|2025-02-25,f55dbff7-6831-4d96-8262-f103ccf4bd43,ENROLLMENT_FEE,bb1693df-3858-417c-86d7-1faef2da2d33,1100.00,,,1100.00,2025-02-25,2025-08-31,,LEGACY_PRICE_HISTORY
f55dbff7-6831-4d96-8262-f103ccf4bd43|ENROLLMENT_FEE|2025-09-01,f55dbff7-6831-4d96-8262-f103ccf4bd43,ENROLLMENT_FEE,7832eb78-9b4c-41ed-bc77-19123cd42846,2400.00,,,2400.00,2025-09-01,,,LEGACY_PRICE_HISTORY
eb5427dd-f41c-4408-8815-26493a90c351|TUITION|2025-09-02,eb5427dd-f41c-4408-8815-26493a90c351,TUITION,799569b8-f34e-46a2-ba91-770530945bf8,1600.00,FIXED_AMOUNT,500.00,1100.00,2025-09-02,,beca isla,LEGACY_PRICE_HISTORY
bcb7ffd8-0cfa-449a-88d5-626f505cb19c|TUITION|2026-02-03,bcb7ffd8-0cfa-449a-88d5-626f505cb19c,TUITION,7d8c266a-aa64-4066-a21e-43bf3005a4f9,1500.00,FIXED_AMOUNT,400.00,1100.00,2026-02-03,,Alta inicial,LEGACY_PRICE_HISTORY
533aa94a-8eb8-436d-82ac-cb0d104f816e|TUITION|2025-09-01,533aa94a-8eb8-436d-82ac-cb0d104f816e,TUITION,7f6e62c0-d5c0-45cc-b8ff-671c18fadde3,1600.00,FIXED_AMOUNT,700.00,900.00,2025-09-01,,beca familiar,LEGACY_PRICE_HISTORY
e57db8cf-8012-4fa3-b822-41d98008dc00|ENROLLMENT_FEE|2025-02-01,e57db8cf-8012-4fa3-b822-41d98008dc00,ENROLLMENT_FEE,80ecad9a-becf-4726-bbbb-6c6ed42a6317,1100.00,,,1100.00,2025-02-01,,,LEGACY_PRICE_HISTORY
f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|ENROLLMENT_FEE|2025-09-01,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,ENROLLMENT_FEE,80fa8f83-fd7e-450f-8072-39503735e987,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
83744ef9-a5f4-4c6a-9c81-a6ea4f9507cf|TUITION|2025-09-02,83744ef9-a5f4-4c6a-9c81-a6ea4f9507cf,TUITION,819c4547-36a2-4bc3-8443-ce06eec23cf9,1600.00,FIXED_AMOUNT,300.00,1300.00,2025-09-02,,Beca Fran,LEGACY_PRICE_HISTORY
df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2025-09-02,df9c3a2b-804a-47bc-9b11-eb45575dad16,TUITION,81e8ddaa-33ab-4f32-b657-044a74d956d4,1600.00,FIXED_AMOUNT,400.00,1200.00,2025-09-02,,beca hermanos,LEGACY_PRICE_HISTORY
e2808836-b027-41af-8918-de113abd6e4a|TUITION|2025-09-02,e2808836-b027-41af-8918-de113abd6e4a,TUITION,8428040a-6c97-4ed6-a470-cad287d10744,1600.00,,,1600.00,2025-09-02,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
99237104-4f6b-415e-88b1-7241d4cbfda3|TUITION|2025-09-02,99237104-4f6b-415e-88b1-7241d4cbfda3,TUITION,8478a489-79b7-40eb-a21b-6764f4256e6f,1600.00,FIXED_AMOUNT,1600.00,0.00,2025-09-02,,hijo de ex maestra,LEGACY_PRICE_HISTORY
317e5fd7-d8e6-4476-b348-a0a726649924|ENROLLMENT_FEE|2025-09-01,317e5fd7-d8e6-4476-b348-a0a726649924,ENROLLMENT_FEE,84868e52-762b-4e5b-b541-d953b22d7933,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
e5a7742b-06e9-4add-a1c7-4049a93b2b75|ENROLLMENT_FEE|2025-02-01,e5a7742b-06e9-4add-a1c7-4049a93b2b75,ENROLLMENT_FEE,8498cd36-b12b-44f9-9c66-40f5a650fda2,1100.00,,,1100.00,2025-02-01,,,LEGACY_PRICE_HISTORY
0489bdaf-c632-4a1f-9b8e-85dba33a74b0|ENROLLMENT_FEE|2025-09-01,0489bdaf-c632-4a1f-9b8e-85dba33a74b0,ENROLLMENT_FEE,85e84105-cbe3-4367-ae87-c7bd269b36df,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
d8b23e94-04f7-4eed-9748-9c90f9758257|ENROLLMENT_FEE|2025-09-01,d8b23e94-04f7-4eed-9748-9c90f9758257,ENROLLMENT_FEE,8756b21b-9b36-430e-bb0b-ff3380c91d32,2400.00,,,2400.00,2025-09-01,,,LEGACY_PRICE_HISTORY
58676041-fe76-4791-9f8b-7bc1dad83cb8|ENROLLMENT_FEE|2025-09-01,58676041-fe76-4791-9f8b-7bc1dad83cb8,ENROLLMENT_FEE,8864d32c-784b-448a-a429-c42d2b9bb188,2500.00,,,2500.00,2025-09-01,2025-09-01,,LEGACY_PRICE_HISTORY
58676041-fe76-4791-9f8b-7bc1dad83cb8|ENROLLMENT_FEE|2025-09-02,58676041-fe76-4791-9f8b-7bc1dad83cb8,ENROLLMENT_FEE,93d23a6e-1eca-4e4a-bc39-864d9943a4d0,2400.00,,,2400.00,2025-09-02,,,LEGACY_PRICE_HISTORY
209dac48-1e05-4390-a5da-676e1ee3b311|ENROLLMENT_FEE|2025-09-01,209dac48-1e05-4390-a5da-676e1ee3b311,ENROLLMENT_FEE,89ccd65d-772d-41e6-be69-65a69783fb11,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
b032b2a8-6144-4f39-8707-e4b41330b9d8|TUITION|2025-09-02,b032b2a8-6144-4f39-8707-e4b41330b9d8,TUITION,8b10d5e4-778f-4fa9-8c82-7105fbb5ecaf,1500.00,FIXED_AMOUNT,600.00,900.00,2025-09-02,,beca familia,LEGACY_PRICE_HISTORY
ae5f806a-46b0-4a53-8eb3-9a5dd3e9d0dd|TUITION|2025-09-01,ae5f806a-46b0-4a53-8eb3-9a5dd3e9d0dd,TUITION,8d6bb4bd-ecba-4be2-a3c1-ea45e2b58f18,1600.00,FIXED_AMOUNT,300.00,1300.00,2025-09-01,,Beca Fran,LEGACY_PRICE_HISTORY
ae5f806a-46b0-4a53-8eb3-9a5dd3e9d0dd|ENROLLMENT_FEE|2025-02-01,ae5f806a-46b0-4a53-8eb3-9a5dd3e9d0dd,ENROLLMENT_FEE,8e58c79f-c8d3-4d0a-8c4a-5ee7529c0fe2,1100.00,,,1100.00,2025-02-01,,,LEGACY_PRICE_HISTORY
54a3ac62-0b3d-4d6f-ae14-f7adec420285|TUITION|2025-09-02,54a3ac62-0b3d-4d6f-ae14-f7adec420285,TUITION,94ee51dc-4c22-4368-91cb-378d5e941333,1600.00,,,1600.00,2025-09-02,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
533aa94a-8eb8-436d-82ac-cb0d104f816e|ENROLLMENT_FEE|2025-02-15,533aa94a-8eb8-436d-82ac-cb0d104f816e,ENROLLMENT_FEE,95beb952-ce40-4412-b994-54d47109dea8,1100.00,,,1100.00,2025-02-15,,,LEGACY_PRICE_HISTORY
edd2b7ac-5bca-4650-8c2e-75f65e70849f|ENROLLMENT_FEE|2025-02-05,edd2b7ac-5bca-4650-8c2e-75f65e70849f,ENROLLMENT_FEE,99323586-42dd-43ed-b4de-15875bc01c85,1100.00,,,1100.00,2025-02-05,,,LEGACY_PRICE_HISTORY
2e6b93f5-df65-49fd-8c38-d2325e1f2a4f|TUITION|2025-09-02,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f,TUITION,9a12a329-917b-4845-a9fe-6da4f0545a2a,1600.00,FIXED_AMOUNT,700.00,900.00,2025-09-02,,beca fran,LEGACY_PRICE_HISTORY
58d1397f-6c2f-4806-874f-04e5ac218830|ENROLLMENT_FEE|2025-09-01,58d1397f-6c2f-4806-874f-04e5ac218830,ENROLLMENT_FEE,9a342cce-21d9-4148-aa81-001a39e63450,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
ade9cbc4-6693-4456-b351-ef101774e7e4|ENROLLMENT_FEE|2025-09-01,ade9cbc4-6693-4456-b351-ef101774e7e4,ENROLLMENT_FEE,9acb2abb-f3bf-47a2-9951-03118fd4fd24,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
845acc82-5357-4263-a24c-e03f7ea60a49|ENROLLMENT_FEE|2025-02-27,845acc82-5357-4263-a24c-e03f7ea60a49,ENROLLMENT_FEE,9c526663-5708-4a0f-9ef7-065ea2cdd686,1100.00,,,1100.00,2025-02-27,,,LEGACY_PRICE_HISTORY
3c1c4ba3-2fb1-42d4-bb72-bf84b00d517c|TUITION|2025-09-02,3c1c4ba3-2fb1-42d4-bb72-bf84b00d517c,TUITION,9d5595e1-a84c-4eaa-9232-945be62c8c96,1600.00,FIXED_AMOUNT,1600.00,0.00,2025-09-02,,hija de maestro,LEGACY_PRICE_HISTORY
7392fe19-c6bd-489a-9cf5-3f6861139603|ENROLLMENT_FEE|2026-02-01,7392fe19-c6bd-489a-9cf5-3f6861139603,ENROLLMENT_FEE,9fa08ddf-fbb9-4878-882c-4f4200fe46b6,0.00,,,0.00,2026-02-01,,"Fecha desconocida, no hay reportes de pago - se puede modificar",LEGACY_PRICE_HISTORY
3f41b6c5-35cb-41d3-a974-762ad0f1c7f3|TUITION|2025-09-02,3f41b6c5-35cb-41d3-a974-762ad0f1c7f3,TUITION,a04fed85-ebde-499d-9e3e-db25ae088cf1,1600.00,,,1600.00,2025-09-02,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
95149f3e-bf90-4279-8471-a562bd517960|TUITION|2025-08-29,95149f3e-bf90-4279-8471-a562bd517960,TUITION,a1ed766c-72ae-45c1-9af8-ae52690b33b3,1600.00,,,1600.00,2025-08-29,2025-09-01,Colegiatura base,LEGACY_PRICE_HISTORY
95149f3e-bf90-4279-8471-a562bd517960|TUITION|2025-09-02,95149f3e-bf90-4279-8471-a562bd517960,TUITION,dc164e87-9127-400a-8536-fcdab4b40892,1600.00,,,1600.00,2025-09-02,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
07d3c06f-1b7d-4925-b8d6-cfb887acabb6|TUITION|2025-09-02,07d3c06f-1b7d-4925-b8d6-cfb887acabb6,TUITION,a51bf04f-08fa-4c3f-b23a-f946d10d996b,1600.00,,,1600.00,2025-09-02,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
2a0d752a-79d5-4658-bf0d-64b137383ac6|ENROLLMENT_FEE|2025-02-20,2a0d752a-79d5-4658-bf0d-64b137383ac6,ENROLLMENT_FEE,a6f17dbd-aefa-4b7e-b7ba-ae56d9263f98,1100.00,,,1100.00,2025-02-20,,,LEGACY_PRICE_HISTORY
6f2f8410-2704-4938-8538-21edb5b8221a|TUITION|2025-09-01,6f2f8410-2704-4938-8538-21edb5b8221a,TUITION,a7e9bd40-c637-4cb1-9513-e07afc3dd67f,1500.00,FIXED_AMOUNT,500.00,1000.00,2025-09-01,,Beca 3 hermanos,LEGACY_PRICE_HISTORY
05ea74c3-0d10-4956-90f5-22e05c155e58|ENROLLMENT_FEE|2025-09-01,05ea74c3-0d10-4956-90f5-22e05c155e58,ENROLLMENT_FEE,a808491d-5c3c-4166-8fd0-f3dd42a69247,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
9ace76f4-cf42-4715-ba18-951ec5af9103|ENROLLMENT_FEE|2026-01-26,9ace76f4-cf42-4715-ba18-951ec5af9103,ENROLLMENT_FEE,a91cd725-66b1-445a-83d2-02c0bf2e151c,1000.00,,,1000.00,2026-01-26,,Inscripción mitad ciclo,LEGACY_PRICE_HISTORY
f5bb300e-d8ed-4cca-b176-cb11e46338bd|ENROLLMENT_FEE|2025-02-05,f5bb300e-d8ed-4cca-b176-cb11e46338bd,ENROLLMENT_FEE,ab94d169-5ecd-4c3c-9ea1-a72b137ddd34,1100.00,,,1100.00,2025-02-05,,,LEGACY_PRICE_HISTORY
7babc8a8-10d3-41e2-bb40-868a18dc2300|ENROLLMENT_FEE|2025-09-01,7babc8a8-10d3-41e2-bb40-868a18dc2300,ENROLLMENT_FEE,b0fae4f9-77b6-4aeb-aaab-5b326995bd9a,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1|TUITION|2025-09-03,afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1,TUITION,b10c014a-4607-43b7-80f4-514a19c1b2e8,1500.00,,,1500.00,2025-09-03,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
18f8e872-a787-4eef-953c-1c326065039e|TUITION|2025-09-02,18f8e872-a787-4eef-953c-1c326065039e,TUITION,b2779fa5-035b-4eea-8f7c-f8ff684f83d8,1600.00,FIXED_AMOUNT,600.00,1000.00,2025-09-02,,Beca ex maestra,LEGACY_PRICE_HISTORY
02b5e8d1-89fb-4a1d-a9d3-58817df86b24|TUITION|2025-09-02,02b5e8d1-89fb-4a1d-a9d3-58817df86b24,TUITION,b5a2f758-b507-47f1-9acf-40d4fdbfe45a,1600.00,,,1600.00,2025-09-02,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
0a79ced7-bab3-44d8-89da-e166880163bd|ENROLLMENT_FEE|2025-02-14,0a79ced7-bab3-44d8-89da-e166880163bd,ENROLLMENT_FEE,b7abbdf5-e523-47a7-98ef-8ca435ea84b9,1100.00,,,1100.00,2025-02-14,,,LEGACY_PRICE_HISTORY
d8b23e94-04f7-4eed-9748-9c90f9758257|TUITION|2025-09-02,d8b23e94-04f7-4eed-9748-9c90f9758257,TUITION,b8aee115-22a8-41ca-b779-f3f8afd4edc0,1600.00,FIXED_AMOUNT,400.00,1200.00,2025-09-02,,beca hermanos,LEGACY_PRICE_HISTORY
d08fe665-bb14-41a1-b1b8-902320280075|ENROLLMENT_FEE|2025-02-05,d08fe665-bb14-41a1-b1b8-902320280075,ENROLLMENT_FEE,b9adaeb2-26d1-4b36-a51a-fd066715e65a,1100.00,,,1100.00,2025-02-05,2025-06-04,,LEGACY_PRICE_HISTORY
d08fe665-bb14-41a1-b1b8-902320280075|ENROLLMENT_FEE|2025-06-05,d08fe665-bb14-41a1-b1b8-902320280075,ENROLLMENT_FEE,f2d95cfa-8f33-475f-8647-f16260d4a7df,2000.00,,,2000.00,2025-06-05,,,LEGACY_PRICE_HISTORY
e3a81bd9-718d-4a32-8722-37f4723b7edc|TUITION|2025-09-02,e3a81bd9-718d-4a32-8722-37f4723b7edc,TUITION,baa478e9-3d68-4e48-aa49-a6f3713b8f89,1600.00,FIXED_AMOUNT,1100.00,500.00,2025-09-02,,beca fran,LEGACY_PRICE_HISTORY
061d5f0c-2ec0-4698-a862-38cdd50d237d|ENROLLMENT_FEE|2026-04-28,061d5f0c-2ec0-4698-a862-38cdd50d237d,ENROLLMENT_FEE,baf7e1f7-6655-43dd-853a-a8a9d8dd6393,1000.00,,,1000.00,2026-04-28,,"Inicia el 29, pero se registra como 28",LEGACY_PRICE_HISTORY
a4c9cada-bb7c-4116-8091-8b3e944aba30|ENROLLMENT_FEE|2025-09-01,a4c9cada-bb7c-4116-8091-8b3e944aba30,ENROLLMENT_FEE,bc96a334-b423-4c07-afe2-9c2e32412aa3,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
00fca4aa-70ed-464e-822f-6272cba1d93e|ENROLLMENT_FEE|2025-09-01,00fca4aa-70ed-464e-822f-6272cba1d93e,ENROLLMENT_FEE,bcaea0da-ad02-4a90-a7a6-868e29c7793c,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
1e3beb16-3079-4aaa-93fc-a0203720434d|ENROLLMENT_FEE|2025-09-01,1e3beb16-3079-4aaa-93fc-a0203720434d,ENROLLMENT_FEE,bd25d0e4-b08f-4573-8bf1-c00cf7603258,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
bfce22f5-d7f1-4b93-8fc1-eb5907831b0c|ENROLLMENT_FEE|2025-09-01,bfce22f5-d7f1-4b93-8fc1-eb5907831b0c,ENROLLMENT_FEE,c21d4877-be02-4e01-9260-0bb3dea73df3,2000.00,,,2000.00,2025-09-01,,,LEGACY_PRICE_HISTORY
40dc866f-fce4-4635-bf68-fa98f8b87c6e|TUITION|2025-09-02,40dc866f-fce4-4635-bf68-fa98f8b87c6e,TUITION,c59e7297-0b77-4373-acbb-9717d02f49f3,1600.00,FIXED_AMOUNT,500.00,1100.00,2025-09-02,,Beca isla,LEGACY_PRICE_HISTORY
f5bb300e-d8ed-4cca-b176-cb11e46338bd|TUITION|2025-09-01,f5bb300e-d8ed-4cca-b176-cb11e46338bd,TUITION,c7e15bfd-105a-493c-9954-a0e011af5f75,1600.00,FIXED_AMOUNT,200.00,1400.00,2025-09-01,,beca fran,LEGACY_PRICE_HISTORY
6d484f92-07ed-4ef5-acde-ed43c7314527|ENROLLMENT_FEE|2025-09-01,6d484f92-07ed-4ef5-acde-ed43c7314527,ENROLLMENT_FEE,c8dfc9e2-0ad9-4d03-a028-a9887b3fa26e,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
05ea74c3-0d10-4956-90f5-22e05c155e58|TUITION|2025-09-02,05ea74c3-0d10-4956-90f5-22e05c155e58,TUITION,c8e58b0f-9284-45a9-8f9f-8e4b653bb192,1600.00,,,1600.00,2025-09-02,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
2bc201a6-4c7f-402c-9ed1-a2310ae79d3c|TUITION|2025-09-01,2bc201a6-4c7f-402c-9ed1-a2310ae79d3c,TUITION,cad8bb53-c62e-448d-a100-58e13058d014,1500.00,,,1500.00,2025-09-01,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
abea3641-4bdf-451a-8710-fa95ab34cab7|ENROLLMENT_FEE|2025-09-01,abea3641-4bdf-451a-8710-fa95ab34cab7,ENROLLMENT_FEE,cc40fe7d-b853-47ef-8c12-a949a243b9f4,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
fdee6234-bf6d-4d45-bbd4-731a1c453987|TUITION|2025-09-01,fdee6234-bf6d-4d45-bbd4-731a1c453987,TUITION,cc76f11e-c264-4a6c-b791-b84342214023,1600.00,FIXED_AMOUNT,650.00,950.00,2025-09-01,,beca fran,LEGACY_PRICE_HISTORY
a8144361-4bce-487c-bc3a-949391e8d895|TUITION|2025-09-01,a8144361-4bce-487c-bc3a-949391e8d895,TUITION,d003ba9d-5bbf-4b35-882c-5097ec1b91c0,1600.00,FIXED_AMOUNT,700.00,900.00,2025-09-01,,beca familiar,LEGACY_PRICE_HISTORY
a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb|TUITION|2025-09-01,a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb,TUITION,d026dbc2-04bd-4dcb-8fc1-418e4c3d19d9,1600.00,FIXED_AMOUNT,200.00,1400.00,2025-09-01,,beca fran,LEGACY_PRICE_HISTORY
7babc8a8-10d3-41e2-bb40-868a18dc2300|TUITION|2025-09-02,7babc8a8-10d3-41e2-bb40-868a18dc2300,TUITION,d3204010-40bf-42e9-932c-1b670b36c0f5,1600.00,,,1600.00,2025-09-02,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
7392fe19-c6bd-489a-9cf5-3f6861139603|TUITION|2026-02-03,7392fe19-c6bd-489a-9cf5-3f6861139603,TUITION,d3591b31-256a-43a9-a317-c80b71cff397,1500.00,FIXED_AMOUNT,200.00,1300.00,2026-02-03,,"Ingreso, refiebre febrero, sólo ha pagado ese mes, Andrés se hace descuento a partir de Marzo",LEGACY_PRICE_HISTORY
9722dc2c-e45a-49f8-84e5-b1591c35e7c2|TUITION|2025-09-01,9722dc2c-e45a-49f8-84e5-b1591c35e7c2,TUITION,d54f4577-c52a-461f-a9f9-f6edc32d9d6c,1600.00,FIXED_AMOUNT,1600.00,0.00,2025-09-01,,Hijo del René no paga,LEGACY_PRICE_HISTORY
a4c9cada-bb7c-4116-8091-8b3e944aba30|TUITION|2025-09-02,a4c9cada-bb7c-4116-8091-8b3e944aba30,TUITION,d906bcc2-fd83-4368-b3f8-f786444a65b7,1600.00,FIXED_AMOUNT,600.00,1000.00,2025-09-02,,Beca Fran,LEGACY_PRICE_HISTORY
9ace76f4-cf42-4715-ba18-951ec5af9103|TUITION|2026-01-27,9ace76f4-cf42-4715-ba18-951ec5af9103,TUITION,dd080507-7132-4356-bfa5-374a4e25f0aa,1500.00,FIXED_AMOUNT,500.00,1000.00,2026-01-27,,Beca Familia,LEGACY_PRICE_HISTORY
2bc201a6-4c7f-402c-9ed1-a2310ae79d3c|ENROLLMENT_FEE|2025-06-16,2bc201a6-4c7f-402c-9ed1-a2310ae79d3c,ENROLLMENT_FEE,dd3b4c8c-8a38-432f-80bd-4aea6ec9fbc2,2000.00,,,2000.00,2025-06-16,,Pagó antes de terminar el ciclo 24-25,LEGACY_PRICE_HISTORY
2e6b93f5-df65-49fd-8c38-d2325e1f2a4f|ENROLLMENT_FEE|2025-09-01,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f,ENROLLMENT_FEE,de8c1fd6-cb71-498c-921e-ee83c9f23fe0,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
f425a981-e85a-4cb0-95a0-1de810c18a53|ENROLLMENT_FEE|2025-09-01,f425a981-e85a-4cb0-95a0-1de810c18a53,ENROLLMENT_FEE,e0eebc64-7657-4523-9a54-257d52ffbfef,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
18f8e872-a787-4eef-953c-1c326065039e|ENROLLMENT_FEE|2025-09-01,18f8e872-a787-4eef-953c-1c326065039e,ENROLLMENT_FEE,e23a1882-d855-4578-b4fa-cdc343116182,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
64b7b8c4-c418-4b27-8aa7-31c44d2850f4|TUITION|2025-09-01,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,TUITION,e24b2bb5-0b60-473c-a9e2-a9b01a73fdbd,1500.00,FIXED_AMOUNT,300.00,1200.00,2025-09-01,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
7dbf3c47-1f14-4b4a-b594-ec98e68218b0|TUITION|2025-09-01,7dbf3c47-1f14-4b4a-b594-ec98e68218b0,TUITION,e3751887-d207-4186-8dde-3fa0342c7ae2,1600.00,FIXED_AMOUNT,1600.00,0.00,2025-09-01,,beca fran,LEGACY_PRICE_HISTORY
2d6d6932-f5eb-47d0-989c-4f813b54d973|TUITION|2025-09-01,2d6d6932-f5eb-47d0-989c-4f813b54d973,TUITION,e54479b9-9aca-417b-9173-db2eeb56c510,1600.00,FIXED_AMOUNT,1600.00,0.00,2025-09-01,,nieto martha camacho,LEGACY_PRICE_HISTORY
