severity,type,legacy_id,details
INFO,LATE_ENTRY_PRICE_USED_FOR_VALID_COMPONENTS,e5a7742b-06e9-4add-a1c7-4049a93b2b75,OCT; using 2025-11-03
INFO,LATE_ENTRY_TUITION_MONTH_SKIPPED,e5a7742b-06e9-4add-a1c7-4049a93b2b75,2025-10; first tuition valid from 2025-11-03
INFO,BAJA_CHARGES_LIMITED_TO_EVIDENCE,eb5427dd-f41c-4408-8815-26493a90c351,"DIC/JUL,NOV,OCT,SEP"
INFO,BAJA_CHARGES_LIMITED_TO_EVIDENCE,f0fe1f2d-d8f7-4f5d-b713-d15b3cc1f577,"DIC/JUL,NOV,OCT,SEP"
INFO,LEGACY_PAYMENT_DATE_CORRECTION,156dcb34-1fda-4f81-a320-dd2591e366c8,A-0024; 2025-02-28 -> 2024-02-28
INFO,MANUAL_HISTORICAL_PAYMENT_BACKFILL,BACKFILL-A-0110-20260415-INS-ABR,A-0110; amount=2600.00; receiver=Fran; date=2026-04-15; approximate=True
INFO,MANUAL_HISTORICAL_PAYMENT_BACKFILL,BACKFILL-A-0110-20260515-MAY,A-0110; amount=1600.00; receiver=Fran; date=2026-05-15; approximate=True
INFO,MANUAL_HISTORICAL_PAYMENT_BACKFILL,BACKFILL-A-0110-20260615-JUN,A-0110; amount=1600.00; receiver=Fran; date=2026-06-15; approximate=True
INFO,MANUAL_HISTORICAL_PAYMENT_BACKFILL,BACKFILL-A-0110-20260720-JUL-AGO,A-0110; amount=3200.00; receiver=Christian; date=2026-07-20; approximate=False
INFO,LEGACY_CORRECTION,45163107-e74d-42c5-b0b0-22d0e9e32e96,Mislinked pago_id corrected: aa69e6e2-5ac6-4a09-be11-4afc4eaaee44 -> 45b7f84a-83e2-42ac-8591-0cbe0b130d8f
INFO,LEGACY_TUITION_PERIOD_CORRECTION,f58331dd-de57-4f0f-884a-fe2bc27fe6ee,A-0106; SEP -> NOV; payment_date=2025-11-03; amount=1100.00
INFO,LEGACY_TUITION_PERIOD_CORRECTION,ffa99762-2a9f-4e76-b6a7-fe3ce41edec1,A-0106; NOV -> DIC/JUL; payment_date=2025-12-02; amount=1100.00
INFO,LEGACY_TUITION_PERIOD_CORRECTION,7b73e9c9-8332-4c1b-be17-773360e8e49e,A-0106; DIC/JUL -> ENE; payment_date=2026-01-12; amount=1100.00
INFO,LEGACY_TUITION_PERIOD_CORRECTION,9052e1d7-52e2-44a2-9e07-d7b265984050,A-0107; ENE -> FEB; payment_date=2026-01-27; amount=1000.00
INFO,LEGACY_TUITION_PERIOD_CORRECTION,3f19b4ca-fd60-4319-86a0-0e10d68f552a,A-0106; MAR/AGO -> FEB; payment_date=2026-02-03; amount=1100.00
INFO,LEGACY_TUITION_PERIOD_CORRECTION,2d708e45-8c38-4992-94cd-39f0fce2fd56,A-0107; FEB -> MAR/AGO; payment_date=2026-03-03; amount=1000.00
INFO,LEGACY_TUITION_PERIOD_CORRECTION,8d5e2e74-0996-4c18-867a-9192bcde830a,A-0106; ENE -> MAR/AGO; payment_date=2026-03-03; amount=1100.00
INFO,LEGACY_TUITION_PERIOD_CORRECTION,db2410bf-8627-4c87-958b-4196415b2d95,A-0106; FEB -> MAR/AGO; payment_date=2026-03-12; amount=1100.00
INFO,LEGACY_TUITION_PERIOD_CORRECTION,6a70cdf3-daf5-409b-8956-bf1c2961f17c,A-0106; MAR/AGO -> ABR; payment_date=2026-03-24; amount=1100.00
INFO,LEGACY_TUITION_PERIOD_CORRECTION,509dcab6-0ef3-4c53-8076-67f75677eb6c,A-0111; ABR -> MAY; payment_date=2026-04-29; amount=1500.00
INFO,LEGACY_TUITION_PERIOD_CORRECTION,d5a81eff-5d6f-4d16-9bf1-28673c1dbfd8,A-0111; MAY -> JUN; payment_date=2026-06-02; amount=1500.00
